id,text
749,"The ears never stop growing."
750,"The ears produce more earwax when you're stressed."
751,"Earwax is antibacterial."
752,"Earwax can be dry or wet based on genetics."
753,"The ears can distinguish between 400,000 different sounds."
754,"The ears help you balance."
755,"The smallest bone in your body is in your ear (stapes)."
756,"The three smallest bones are all in your ear."
757,"Humans hear better with your right ear for speech."
758,"Humans hear better with your left ear for music."
759,"Loud noises can cause permanent hearing damage."
760,"Ringing in the ears is called tinnitus."
761,"The ears are self-cleaning."
762,"Q-tips can damage your ears."
763,"Some people can wiggle their ears."
764,"The outer ear is called the pinna."
765,"The spiral part of your inner ear is called the cochlea."
766,"The eardrum is about 0.1 mm thick."
767,"The hair grows about 6 inches per year."
768,"Hair is made of a protein called keratin."
769,"The same protein makes up your nails."
770,"Everyone has the same number of hair follicles."
771,"Blondes have more hair follicles than brunettes and redheads."
772,"Redheads have the thickest hair strands."
773,"Hair is the second-fastest-growing tissue in the body (after bone marrow)."
774,"A single hair can support 3 ounces of weight."
775,"A full head of hair can support 12 tons."
776,"Hair is almost impossible to destroy."
777,"The only things that can destroy hair are fire and strong acids."
778,"Hair grows faster in warm weather."
779,"Hair grows faster during the day than at night."
780,"Stress can cause hair loss."
781,"Male pattern baldness is inherited from the mother's side."
782,"Shaving doesn't make hair grow back thicker."
783,"Cutting hair doesn't make it grow faster."
784,"The fingernails grow about 3.5 mm per month."
785,"Fingernails grow faster than toenails."
786,"Nails grow faster on your dominant hand."
787,"The middle fingernail grows the fastest."
788,"Nails grow faster in summer than winter."
789,"Nails grow faster in young people than old people."
790,"White spots on nails are usually from minor trauma, not calcium deficiency."
791,"Hangnails aren't actually nails; they're torn skin."
792,"Biting your nails can lead to infections."
793,"The lunula is white half-moon at the base of your nail."
794,"The nails can show signs of health problems."
795,"Vertical ridges on nails are usually normal aging."
796,"Horizontal ridges can indicate illness or injury."
797,"Yellow nails can be from fungus or smoking."
798,"The skin replaces itself about every 28 days."
799,"Humans shed about 30,000-40,000 dead skin cells per minute."
800,"Dust in your house is mostly dead skin cells."
801,"The skin is your largest organ."
802,"The skin accounts for about 15% of your body weight."
803,"The average adult has about 8 pounds of skin."
804,"The skin has about 300 million skin cells."
805,"The skin is thickest on your feet."
806,"The skin is thinnest on your eyelids."
807,"The skin has three layers: epidermis, dermis, and hypodermis."
808,"Goosebumps are caused by tiny muscles contracting."
809,"Goosebumps are a vestigial reflex from when we had more body hair."
810,"The skin can absorb some substances."
811,"Wrinkles are caused by collagen breakdown."
812,"Sun damage causes most wrinkles."
813,"Smoking accelerates skin aging."
814,"The skin produces vitamin D when exposed to sunlight."
815,"Humans need about 10-15 minutes of sun exposure for vitamin D."
816,"Too much sun causes skin cancer."
817,"Melanin protects skin from UV damage."
818,"Freckles are clusters of melanin."
819,"Moles are clusters of melanocytes (melanin-producing cells)."
820,"Birthmarks are either vascular or pigmented."
821,"The skin has about 1,000 species of bacteria."
822,"Most skin bacteria are harmless or beneficial."
823,"The bellybutton has a unique ecosystem of bacteria."
824,"The bellybutton can harbor over 2,000 different species of bacteria."
825,"Innies are more common than outties."
826,"The bellybutton type is random, not genetic."
827,"The heart pumps about 2,000 gallons of blood per day."
828,"The heart started beating about 3 weeks after conception."
829,"A woman's heart beats faster than a man's."
830,"The heart can keep beating outside your body."
831,"Heart disease is the leading cause of death worldwide."
832,"Laughing is good for your heart."
833,"Broken heart syndrome is real; stress can damage your heart."
834,"The heart has its own electrical system."
835,"The ""lub-dub"" sound is valves closing."
836,"Heart attacks are more common on Monday mornings."
837,"Heart attacks are more common in winter."
838,"The heart is about the size of your fist."
839,"The heart is slightly left of center, not on the left side."
840,"Blue whales have the largest hearts, weighing about 400 pounds."
841,"Earthworms have five hearts."
842,"Cockroaches have multiple hearts (13 chambers)."
843,"The blood type is determined by antigens on red blood cells."
844,"O negative is the universal donor blood type."
845,"AB positive is the universal recipient."
846,"Mosquitoes prefer people with type O blood."
847,"The blood makes up about 7-8% of your body weight."
848,"The average adult has about 1.5 gallons of blood."
849,"The body makes 2 million red blood cells per second."
850,"Red blood cells live for about 120 days."
851,"White blood cells fight infection."
852,"Platelets help blood clot."
853,"Plasma is the liquid part of blood."
854,"The bone marrow produces blood cells."
855,"Humans have about 206 bones as an adult."
856,"Babies are born with about 300 bones."
857,"Many baby bones fuse together as you grow."
858,"The femur is longest bone in your body."
859,"The stapes (in your ear) is the smallest bone."
860,"The bones are stronger than steel."
861,"The bones are about 31% water."
862,"The bones contain 99% of your body's calcium."
863,"Bones are constantly being broken down and rebuilt."
864,"Bone is alive and has blood vessels."
865,"Broken bones can heal themselves."
866,"The skull has 22 bones."
867,"The hands have 27 bones each."
868,"The feet have 26 bones each."
869,"The hands and feet contain over half your bones."
870,"The spine has 33 vertebrae."
871,"You're taller in the morning than at night."
872,"Gravity compresses your spine during the day."
873,"Astronauts grow taller in space."
874,"The teeth are not bones; they're made of enamel."
875,"Tooth enamel is the hardest substance in your body."
876,"Baby teeth are also called deciduous teeth."
877,"Adults have 32 teeth (including wisdom teeth)."
878,"Children have 20 baby teeth."
879,"Some people never get wisdom teeth."
880,"Wisdom teeth are vestigial; we don't need them."
881,"The teeth are unique like fingerprints."
882,"The teeth can show your age."
883,"Teeth can't heal themselves like bones."
884,"Cavities are caused by bacteria eating sugar and producing acid."
885,"Fluoride strengthens tooth enamel."
886,"The hardest part of your tooth is the enamel."
887,"Dentin is under the enamel."
888,"The pulp contains nerves and blood vessels."
889,"The teeth start developing before you're born."
890,"Shark teeth regrow; human teeth don't."
891,"Sharks can have up to 50,000 teeth in their lifetime."
892,"Rodents' teeth never stop growing."
893,"Elephants go through six sets of teeth in their lifetime."
894,"The stomach acid can dissolve metal."
895,"The stomach gets a new lining every 3-4 days."
896,"Without this lining, your stomach would digest itself."
897,"The stomach can hold about a liter of food."
898,"The stomach growls when it's empty and contracting."
899,"The growling is called borborygmi."
900,"Humans can live without a stomach."
901,"The large intestine is about 5 feet long."
902,"Most nutrient absorption happens in the small intestine."
903,"The appendix may help with immunity."
904,"Humans can live without your appendix."
905,"Appendicitis is when the appendix becomes inflamed."
906,"The liver is largest internal organ."
907,"The liver has over 500 functions."
908,"The liver can regenerate itself."
909,"Humans can donate part of your liver and it will grow back."
910,"The liver filters about 1.5 liters of blood per minute."
911,"The liver stores vitamins and minerals."
912,"The liver produces bile to digest fat."
913,"The gallbladder stores bile."
914,"Humans can live without a gallbladder."
915,"Gallstones are hardened bile deposits."
916,"The pancreas produces insulin and digestive enzymes."
917,"Type 1 diabetes is when the pancreas doesn't produce insulin."
918,"Type 2 diabetes is when cells become resistant to insulin."
919,"The kidneys filter about 50 gallons of blood per day."
920,"The kidneys produce urine to remove waste."
921,"Humans have two kidneys but can live with one."
922,"Each kidney has about 1 million nephrons."
923,"The bladder can hold about 2 cups of urine."
924,"Urine is sterile (mostly)."
925,"The color of urine indicates hydration level."
926,"Clear urine means you're well-hydrated."
927,"Dark urine means you need more water."
928,"Asparagus makes urine smell due to asparagusic acid."
929,"Only some people can smell asparagus in urine."
930,"The ability to smell asparagus in urine is genetic and not everyone can detect it."
931,"The immune system fights infections."
932,"The immune system has a memory."
933,"Vaccines train your immune system."
934,"Fevers help fight infections."
935,"Inflammation is part of immune response."
936,"Allergies are immune system overreactions."
937,"Autoimmune diseases are when your immune system attacks your body."
938,"The thymus produces T-cells for immunity."
939,"The thymus shrinks as you age."
940,"The spleen filters blood and fights infection."
941,"Humans can live without a spleen, but you're more prone to infection."
942,"The lymph nodes filter lymph fluid."
943,"Swollen lymph nodes usually indicate infection."
944,"The tonsils help fight infection."
945,"Tonsillitis is when tonsils become infected."
946,"Humans can live without your tonsils."
947,"The adenoids also help fight infection."
948,"Adenoids typically shrink after childhood."
949,"Stress weakens your immune system."
950,"Sleep strengthens your immune system."
951,"Exercise boosts your immune system."
952,"Vitamin C supports immune function."
953,"Zinc supports immune function."
954,"The nervous system controls your body."
955,"The brain and spinal cord are your central nervous system."
956,"Nerves throughout your body are the peripheral nervous system."
957,"Neurons transmit electrical signals."
958,"The spinal cord is about 18 inches long."
959,"Reflexes bypass the brain and go through the spinal cord."
960,"Reflexes bypass the brain and travel through the spinal cord, which is why they happen so fast."
961,"Pain signals travel to the brain at 300 feet per second."
962,"Touch signals travel at 250 feet per second."
963,"Neurons can transmit signals at over 200 mph."
964,"Humans have about 100 billion neurons."
965,"Each neuron can connect to 10,000 other neurons."
966,"Neurotransmitters carry signals between neurons."
967,"Dopamine is associated with pleasure and reward."
968,"Serotonin regulates mood, sleep, and appetite."
969,"Endorphins are natural painkillers."
970,"Adrenaline prepares your body for ""fight or flight""."
971,"Cortisol is the stress hormone."
972,"Melatonin regulates sleep."
973,"Oxytocin is the ""love hormone""."
974,"The hormones regulate many body functions."
975,"The endocrine system produces hormones."
976,"The pituitary gland is the ""master gland""."
977,"The hypothalamus regulates the pituitary gland."
978,"The thyroid regulates metabolism."
979,"Hyperthyroidism is an overactive thyroid."
980,"Hypothyroidism is an underactive thyroid."
981,"The adrenal glands produce adrenaline and cortisol."
982,"The ovaries produce estrogen and progesterone (in females)."
983,"The testes produce testosterone (in males)."
984,"Hormones affect mood, energy, and growth."
985,"Puberty is triggered by hormones."
986,"Menopause is when estrogen production decreases."
987,"Testosterone levels decrease with age in men."
988,"Growth hormone promotes growth."
989,"Too much growth hormone causes gigantism."
990,"Too little growth hormone causes dwarfism."
991,"Insulin regulates blood sugar."
992,"The average human body contains enough carbon to make 900 pencils."
993,"The average human body contains enough iron to make a 3-inch nail."
994,"The body produces about a million new skin cells every 40 minutes."
995,"The average person will spend about 6 months of their life waiting for traffic lights to turn green."
996,"The body has enough phosphorus to make 220 matches."
997,"The body has enough sulfur to kill all fleas on an average dog."
998,"The body has enough potassium to fire a toy cannon."
999,"The body has enough lime to whitewash a chicken coop."
1000,"The average person will walk past 36 murderers in their lifetime."
1001,"The average person spends about 2 weeks of their life waiting for traffic lights."
1002,"The average pencil can draw a line 35 miles long."
1003,"The average ballpoint pen can draw a line 2 miles long."
1004,"The average person will spend 6 months of their life in the bathroom."
1005,"The average person will spend 2 years on the phone."
1006,"The average person will spend 5 years eating."
1007,"The average person will spend 3 months on the toilet."
1008,"The average person will spend 2 weeks kissing in their lifetime."
1009,"There are more stars in the universe than grains of sand on all of Earth's beaches."
1010,"A teaspoonful of neutron star would weigh 6 billion tons."
1011,"The footprints on the moon will be there for 100 million years."
1012,"The sun loses 4 million tons of mass every second from fusion."
1013,"Neutron stars can spin 600 times per second."
1014,"Black holes aren't actually holes; they're extremely dense objects."
1015,"The gravity near a black hole is so strong that time slows down."
1016,"In scenarios where you fell into a black hole, you'd be ""spaghettified""."
1017,"Light cannot escape from a black hole."
1018,"The nearest black hole is about 1,000 light-years away."
1019,"The supermassive black hole at the center of the Milky Way is called Sagittarius A*."
1020,"Sagittarius A* is 4 million times the mass of the sun."
1021,"Most galaxies have a supermassive black hole at their center."
1022,"There are about 2 trillion galaxies in the observable universe."
1023,"The Milky Way and Andromeda galaxies are on a collision course."
1024,"The Milky Way and Andromeda galaxies are on a collision course and will merge in about 4.5 billion years."
1025,"The universe is expanding faster than the speed of light."
1026,"The universe is about 93 billion light-years in diameter."
1027,"Humans can only see about 5% of the universe; the rest is dark matter and dark energy."
1028,"Dark matter doesn't emit light but has gravity."
1029,"Dark energy is causing the universe to expand faster."
1030,"The Big Bang happened about 13.8 billion years ago."
1031,"The cosmic microwave background is leftover radiation from the Big Bang."
1032,"The universe is flat, not curved."
1033,"In scenarios where the universe is infinite, there could be infinite copies of you."
1034,"The multiverse theory suggests there are infinite parallel universes."
1035,"Quantum mechanics says particles can be in two places at once."
1036,"Schrödinger's cat is a thought experiment about quantum superposition."
1037,"Quantum entanglement means particles can affect each other instantly across any distance."
1038,"Einstein called quantum entanglement ""spooky action at a distance""."
1039,"Heisenberg's uncertainty principle says you can't know both position and momentum perfectly."
1040,"Light behaves as both a wave and a particle."
1041,"Photons are particles of light."
1042,"Light has no mass."
1043,"Light always travels at the same speed in a vacuum (186,282 miles per second)."
1044,"Nothing can travel faster than light."
1045,"Time slows down as you approach the speed of light."
1046,"In scenarios where you traveled at the speed of light, time would stop for you."
1047,"GPS satellites account for time dilation due to relativity."
1048,"Gravity bends space and time."
1049,"The stronger the gravity, the slower time passes."
1050,"Humans age slower on a mountaintop than in a valley."
1051,"Time travel to the future is theoretically possible."
1052,"Time travel to the past creates paradoxes."
1053,"Wormholes could theoretically allow time travel."
1054,"Wormholes have never been observed."
1055,"White holes are theoretical opposites of black holes."
1056,"A white hole would expel matter instead of sucking it in."
1057,"White holes have never been observed."
1058,"The arrow of time is why we remember the past but not the future."
1059,"Entropy (disorder) always increases over time."
1060,"The fact that entropy always increases is called the second law of thermodynamics."
1061,"The heat death of the universe is when entropy reaches maximum."
1062,"The heat death of the universe — when entropy reaches maximum — would occur in approximately 10^100 years."
1063,"By then, all stars will have died."
1064,"The last stars will die in about 100 trillion years."
1065,"Red dwarfs will be the last stars burning."
1066,"White dwarfs are dead stars that have stopped fusing."
1067,"Neutron stars are the collapsed cores of massive stars."
1068,"Supernovas create most elements heavier than iron."
1069,"Humans are made of stardust; your atoms were forged in stars."
1070,"Every atom in your body is billions of years old."
1071,"The calcium in your bones came from dying stars."
1072,"The iron in your blood came from supernovas."
1073,"The oxygen you breathe came from stars."
1074,"Humans are literally made of star material."
1075,"Carl Sagan said, ""We are a way for the cosmos to know itself""."
1076,"There are more atoms in a glass of water than glasses of water in all the oceans."
1077,"Atoms are 99.9999999999996% empty space."
1078,"In scenarios where an atom were the size of a football stadium, the nucleus would be a pea in the center."
1079,"Electrons orbit the nucleus at nearly the speed of light."
1080,"Atoms never actually touch; electromagnetic forces keep them apart."
1081,"In cases when you touch something, you're feeling electromagnetic repulsion."
1082,"Atoms are eternal; they're recycled over and over."
1083,"The atoms in your body have been through many other living things."
1084,"Humans might have atoms that were once in dinosaurs, Cleopatra, or Shakespeare."
1085,"Atoms in your left hand might have come from different stars than atoms in your right hand."
1086,"Gold is created in neutron star collisions."
1087,"All the gold on Earth came from space."
1088,"A cubic meter of gold weighs 19,300 kg (about 42,500 lbs)."
1089,"Gold is so malleable you can hammer it into sheets 1 atom thick."
1090,"Gold never tarnishes or corrodes."
1091,"Gold is edible and sometimes used in food."
1092,"There's gold in your body (about 0.2 milligrams)."
1093,"Diamond is the hardest natural material."
1094,"Diamonds are made of carbon."
1095,"Graphite (in pencils) is also pure carbon."
1096,"The difference is how the atoms are arranged."
1097,"Diamonds form under extreme pressure deep underground."
1098,"Most diamonds are over 1 billion years old."
1099,"Diamonds are brought to the surface by volcanic eruptions."
1100,"Synthetic diamonds are chemically identical to natural ones."
1101,"Humans can turn peanut butter into diamonds with enough pressure."
1102,"Humans can turn a pencil into diamonds with enough heat and pressure."
1103,"The subject is that rains diamonds on Neptune and Uranus."
1104,"A diamond planet was discovered in 2012."
1105,"Glass is technically a liquid, not a solid (supercooled liquid)."
1106,"Actually, glass is an amorphous solid, not a liquid."
1107,"The ""glass flows over time"" claim is a myth."
1108,"Sand is the main ingredient in glass."
1109,"Glass can be recycled infinitely without loss of quality."
1110,"Glass takes 1 million years to decompose."
1111,"Obsidian is natural glass formed from volcanic lava."
1112,"Fulgurites are glass tubes formed when lightning hits sand."
1113,"Glass is transparent because its atoms are arranged in a way that lets light pass through."
1114,"Bulletproof glass is actually layers of glass and plastic."
1115,"Bulletproof glass is more accurately called bullet-resistant."
1116,"Gorilla Glass is used in most smartphones."
1117,"Prince Rupert's Drops are incredibly strong glass teardrops."
1118,"Prince Rupert's Drops are so strong you can hit them with a hammer, but snapping their tail causes them to shatter explosively."
1119,"Glass can be made from many materials, not just sand."
1120,"Fiberglass is glass fibers used for insulation and reinforcement."
1121,"Optical fibers transmit data as light through glass."
1122,"The internet relies on fiber optic cables under the ocean."
1123,"The first transatlantic telegraph cable was laid in 1858."
1124,"The first phone call was made in 1876 by Alexander Graham Bell."
1125,"The first email was sent in 1971."
1126,"The @ symbol was chosen for email because it was rarely used."
1127,"The first text message was sent in 1992."
1128,"The first text message said ""Merry Christmas""."
1129,"The first camera phone was sold in 2000."
1130,"The first iPhone was released in 2007."
1131,"The first website is still online."
1132,"The first YouTube video was uploaded in 2005."
1133,"The video was called ""Me at the zoo""."
1134,"The first item sold on eBay was a broken laser pointer."
1135,"The first purchase on Amazon was a book."
1136,"Amazon was originally called ""Cadabra""."
1137,"Google was originally called ""BackRub""."
1138,"Google's name comes from ""googol"" (10^100)."
1139,"Yahoo stands for ""Yet Another Hierarchical Officious Oracle""."
1140,"The Twitter bird is named Larry."
1141,"YouTube was created by three former PayPal employees."
1142,"Facebook was originally called ""Thefacebook""."
1143,"Facebook's ""Like"" button was almost called ""Awesome""."
1144,"Instagram was originally called ""Burbn""."
1145,"Snapchat was originally called ""Picaboo""."
1146,"Netflix was founded before Google."
1147,"Netflix originally mailed DVDs."
1148,"Netflix was started because the founder got a late fee from Blockbuster."
1149,"Blockbuster had a chance to buy Netflix for $50 million and declined."
1150,"The first computer bug was an actual moth stuck in a computer."
1151,"The term ""bug"" for glitches existed before this, but the moth made it famous."
1152,"The first computer programmer was Ada Lovelace in the 1840s."
1153,"The first electronic computer was ENIAC, built in 1945."
1154,"ENIAC weighed 30 tons."
1155,"The first personal computer was the Altair 8800 in 1975."
1156,"The first Apple computer was sold for $666.66."
1157,"Apple's first logo showed Isaac Newton under a tree."
1158,"IBM's first hard drive weighed over a ton and stored 5 MB."
1159,"A modern smartphone has more computing power than all of NASA in 1969."
1160,"The first 1GB hard drive cost $40,000 and weighed 550 pounds."
1161,"Today you can buy 1TB (1,000 GB) on a thumb drive for $20."
1162,"Moore's Law states that computing power doubles every two years."
1163,"The first computer mouse was made of wood."
1164,"The computer mouse was invented in 1964."
1165,"The first computer with a GUI (graphical interface) was the Xerox Alto in 1973."
1166,"Apple popularized the GUI with the Macintosh in 1984."
1167,"The ""Save"" icon is a floppy disk, which most young people have never seen."
1168,"Floppy disks aren't actually floppy (except the 5.25"" ones)."
1169,"CDs hold about 700 MB of data."
1170,"DVDs hold about 4.7 GB."
1171,"Blu-ray discs hold about 25 GB."
1172,"The PlayStation 2 is the best-selling game console of all time."
1173,"Tetris is the best-selling video game of all time."
1174,"Minecraft is the best-selling video game of all time by copies sold."
1175,"The first video game was ""Tennis for Two"" in 1958."
1176,"Pong was one of the first commercially successful video games (1972)."
1177,"Pac-Man was originally called ""Puck-Man""."
1178,"The name was changed because ""Puck"" could be vandalized to spell a bad word."
1179,"The original name of Pac-Man in Japan was ""Pakkuman""."
1180,"Mario was originally called ""Jumpman""."
1181,"Mario is named after the landlord of Nintendo's first warehouse in America."
1182,"Luigi is named after a pizza parlor near Nintendo's offices."
1183,"Donkey Kong was named because the creator thought ""donkey"" meant ""stupid"" in English."
1184,"Sonic the Hedgehog was created to compete with Mario."
1185,"The original PlayStation was supposed to be a Nintendo console."
1186,"Nintendo and Sony had a partnership that fell apart."
1187,"Sony created the PlayStation as a direct competitor to Nintendo. after Nintendo and Sony's deal collapsed."
1188,"The Xbox was named because it uses DirectX technology."
1189,"The first Xbox controller was nicknamed ""The Duke"" and was huge."
1190,"Nintendo was founded in 1889 as a playing card company."
1191,"SEGA used to make arcade games before consoles."
1192,"Atari created Pong and the Atari 2600."
1193,"The video game crash of 1983 nearly killed the industry."
1194,"Nintendo saved the industry with the NES in 1985."
1195,"The NES was called the Famicom in Japan."
1196,"Super Mario Bros. came bundled with the NES."
1197,"The Konami Code (up up down down left right left right B A) originated in Contra."
1198,"The Konami Code has appeared in hundreds of games and websites."
1199,"Leeroy Jenkins is a famous World of Warcraft meme."
1200,"The cake is a lie (Portal reference)."
1201,"""All your base are belong to us"" is a famous mistranslation from Zero Wing."
1202,"The ""?"" block in Mario was originally going to be blank."
1203,"Shigeru Miyamoto created Mario, Zelda, and Donkey Kong."
1204,"Hideo Kojima created Metal Gear and is known for long cutscenes."
1205,"Gabe Newell founded Valve and created Half-Life."
1206,"Half-Life 3 has been highly anticipated for over a decade."
1207,"Valve can't count to three (no Half-Life 3, Left 4 Dead 3, Portal 3, etc.)."
1208,"Steam is the largest PC gaming platform."
1209,"Epic Games Store gives away free games every week."
1210,"Fortnite made over $5 billion in 2018."
1211,"Roblox has more active users than Minecraft."
1212,"Among Us became hugely popular in 2020."
1213,"Fall Guys also became popular in 2020."
1214,"Pokémon is the highest-grossing media franchise of all time."
1215,"There are over 1,000 Pokémon now."
1216,"The first Pokémon games were Red and Green in Japan."
1217,"Pikachu wasn't supposed to be the mascot; Clefairy was."
1218,"Ash's Pikachu is male."
1219,"Meowth is one of the few Pokémon that can speak."
1220,"Ditto can transform into any Pokémon."
1221,"MissingNo. is a famous glitch Pokémon."
1222,"Mew was secretly added to Pokémon Red/Blue at the last minute."
1223,"Pokémon means ""Pocket Monsters"" in Japanese."
1224,"Digimon stands for ""Digital Monsters""."
1225,"Yu-Gi-Oh! means ""King of Games""."
1226,"Dragon Ball Z inspired many anime and manga."
1227,"One Piece is the best-selling manga of all time."
1228,"Naruto has over 700 episodes."
1229,"Attack on Titan became a global phenomenon."
1230,"Studio Ghibli created Spirited Away, Totoro, and many classics."
1231,"Hayao Miyazaki is the co-founder of Studio Ghibli."
1232,"Spirited Away won an Oscar."
1233,"Anime is hand-drawn and computer animation from Japan."
1234,"The word ""anime"" is just the Japanese word for animation."
1235,"In Japan, all animation is called anime, including Disney."
1236,"The first anime was created in 1917."
1237,"Astro Boy (1963) was the first popular anime series."
1238,"Akira (1988) is considered a masterpiece."
1239,"Ghost in the Shell inspired The Matrix."
1240,"The Simpsons is longest-running American sitcom."
1241,"The Simpsons has been on for over 30 years."
1242,"South Park episodes are made in about a week."
1243,"Rick and Morty is inspired by Back to the Future."
1244,"Family Guy was cancelled twice and brought back."
1245,"Futurama was cancelled and revived multiple times."
1246,"SpongeBob SquarePants was created by a marine biologist."
1247,"The voice of SpongeBob also voices the Ice King in Adventure Time."
1248,"Adventure Time ran for 10 seasons."
1249,"Avatar: The Last Airbender is considered one of the best animated series."
1250,"Avatar was not an anime but was heavily influenced by it."
1251,"The movie ""The Last Airbender"" is widely considered terrible."
1252,"M. Night Shyamalan directed The Sixth Sense."
1253,"The Sixth Sense has a famous plot twist."
1254,"""I see dead people"" is a famous quote from The Sixth Sense."
1255,"The Titanic movie was more expensive than the actual Titanic."
1256,"The Titanic movie won 11 Oscars."
1257,"James Cameron also directed Avatar."
1258,"Avatar is the highest-grossing film of all time (unadjusted for inflation)."
1259,"Avengers: Endgame briefly held the record."
1260,"Avatar reclaimed the record after a re-release."
1261,"Gone with the Wind is the highest-grossing film adjusted for inflation."
1262,"The original Star Wars is #2 adjusted for inflation."
1263,"Star Wars was originally expected to flop."
1264,"George Lucas made most of his money from merchandise, not the films."
1265,"The phrase ""Luke, I am your father"" is misquoted."
1266,"The actual line is ""No, I am your father""."
1267,"The Mandela Effect is when many people misremember the same thing."
1268,"Examples: ""Luke, I am your father"", Berenstain Bears (not Berenstein), etc."
1269,"The Monopoly Man never had a monocle."
1270,"Curious George never had a tail."
1271,"Pikachu's tail doesn't have a black tip."
1272,"C-3PO has a silver leg."
1273,"The Fruit of the Loom logo never had a cornucopia."
1274,"Darth Vader never said ""Luke, I am your father""."
1275,"The Queen in Snow White never said ""Mirror, mirror on the wall""."
1276,"The actual line is ""Magic mirror on the wall""."
1277,"Hannibal Lecter never said ""Hello, Clarice"" in Silence of the Lambs."
1278,"Hannibal Lecter never said ""Hello, Clarice"" in Silence of the Lambs — his actual line was ""Good morning."""
1279,"Forrest Gump said ""Life was like a box of chocolates"", not ""is""."
1280,"Humphrey Bogart never said ""Play it again, Sam"" in Casablanca."
1281,"The actual line is ""Play it, Sam""."
1282,"""Beam me up, Scotty"" was never said in Star Trek."
1283,"Sherlock Holmes never said ""Elementary, my dear Watson"" in the original stories."
1284,"Frankenstein is the doctor, not the monster."
1285,"The monster in Frankenstein has no name."
1286,"Frankenstein's monster is often called ""Frankenstein's monster""."
1287,"Dracula is based on Vlad the Impaler."
1288,"Vlad the Impaler was a real Romanian prince."
1289,"The real Dracula's castle is in Romania."
1290,"Vampires are repelled by garlic in folklore."
1291,"Vampires can't see their reflection in folklore."
1292,"Werewolves transform during a full moon in modern folklore."
1293,"Silver bullets kill werewolves in folklore."
1294,"Zombies eat brains in modern pop culture."
1295,"The zombie brain-eating trope started with ""Return of the Living Dead"" (1985)."
1296,"George Romero's ""Night of the Living Dead"" (1968) popularized zombies."
1297,"The Walking Dead is based on a comic book."
1298,"The word ""zombie"" comes from Haitian folklore."
1299,"Voodoo zombies are different from modern zombies."
1300,"The Salem witch trials killed 20 people."
1301,"No one was actually burned at the stake in Salem."
1302,"The accused in the 1692 Salem witch trials were hanged or pressed to death — none were actually burned at the stake."
1303,"The Salem witch trials happened in 1692."
1304,"The last person executed for witchcraft in Europe was in 1782."
1305,"Witch hunts killed tens of thousands in Europe."
1306,"Most people executed for witchcraft were women."
1307,"The Malleus Maleficarum was a guide for witch hunters."
1308,"Black cats were associated with witches."
1309,"Black cats are considered unlucky in Western culture."
1310,"Black cats are considered lucky in Japanese culture."
1311,"Friday the 13th is considered unlucky in Western culture."
1312,"The fear of Friday the 13th is called paraskevidekatriaphobia."
1313,"The number 13 is considered unlucky in Western culture."
1314,"Many buildings skip the 13th floor."
1315,"The number 4 is considered unlucky in East Asian cultures."
1316,"The number 8 is considered lucky in Chinese culture."
1317,"The number 7 is considered lucky in Western culture."
1318,"Breaking a mirror is said to bring 7 years of bad luck."
1319,"Knocking on wood is supposed to prevent bad luck."
1320,"Throwing salt over your shoulder reverses bad luck."
1321,"Opening an umbrella indoors is considered bad luck."
1322,"Walking under a ladder is considered bad luck."
1323,"A rabbit's foot is considered a good luck charm."
1324,"Four-leaf clovers are considered lucky."
1325,"The odds of finding a four-leaf clover are about 1 in 10,000."
1326,"Horseshoes are considered lucky."
1327,"Wishbones are used for making wishes."
1328,"Blowing out birthday candles and making a wish is a tradition."
1329,"The birthday song is copyrighted (until 2016)."
1330,"The birthday song is now in the public domain."
1331,"The birthday song is one of the most recognized songs in English."
1332,"""Happy Birthday"" was originally ""Good Morning to All""."
1333,"The Pledge of Allegiance was written in 1892."
1334,"""Under God"" was added to the Pledge in 1954."
1335,"The national anthem of the USA is ""The Star-Spangled Banner""."
1336,"The Star-Spangled Banner became the official US national anthem in 1931, over 100 years after being written."
1337,"The song was written in 1814."
1338,"The Star-Spangled Banner was written by Francis Scott Key in 1814 during the War of 1812."
1339,"The melody comes from a British drinking song."
1340,"Francis Scott Key wrote the lyrics."
1341,"The Star-Spangled Banner is difficult to sing."
1342,"Many singers have forgotten the words or messed up."
1343,"Whitney Houston's 1991 Super Bowl performance is considered the best."
1344,"""America the Beautiful"" was considered for the national anthem."
1345,"Mount Rushmore features Washington, Jefferson, Roosevelt, and Lincoln."
1346,"Mount Rushmore was never completed."
1347,"There's a hidden room behind Mount Rushmore."
1348,"The room contains important U.S. documents."
1349,"The room is called the Hall of Records."
1350,"The Hall of Records hidden behind Mount Rushmore contains copies of important US documents but is sealed and not open to the public."
1351,"The Statue of Liberty was a gift from France."
1352,"The Statue of Liberty is made of copper."
1353,"The Statue of Liberty was originally brown/copper colored."
1354,"The Statue of Liberty was originally copper-brown but turned its iconic green color due to oxidation over decades."
1355,"The Statue of Liberty's torch was replaced in 1986."
1356,"The original torch is in the museum."
1357,"The Statue of Liberty represents freedom."
1358,"The Statue of Liberty's official name is ""Liberty Enlightening the World."""
1359,"The Statue of Liberty holds a tablet inscribed with the date July 4, 1776 — American Independence Day."
1360,"There are broken chains at her feet."
1361,"The crown has 7 spikes representing the 7 continents."
1362,"Humans can climb up to the crown."
1363,"The Statue of Liberty is on Liberty Island in New York Harbor."
